article,form,material,color,brand,category,temples_length,lens_width,bridge_width,price,seasonality,gender,age_group
2023016-2,квадратная,металл,серый,Prada,оптика,135,46,17,12472,всесезонная,мужской,молодой
2023023-1,овальная,металл,черный,Gucci,солнцезащитные,140,46,18,17386,летняя,унисекс,пожилой
2023023-3,прямоугольная,металл,серый,Prada,солнцезащитные,130,48,20,41820,летняя,унисекс,молодой
2023023-5,квадратная,комбинированный,золотой,Oakley,оптика,135,54,14,18218,всесезонная,мужской,пожилой
202303-5,прямоугольная,пластик,коричневый,Tom Ford,оптика,140,50,20,24462,всесезонная,мужской,молодой
202305-1,круглая,комбинированный,золотой,Ray-Ban,оптика,145,52,14,23239,всесезонная,женский,средний
202310-1,прямоугольная,пластик,белый,Ray-Ban,оптика,130,54,14,6133,всесезонная,женский,средний
202310-4,прямоугольная,металл,золотой,Polaroid,солнцезащитные,140,48,16,3118,летняя,унисекс,средний
202310-6,прямоугольная,комбинированный,серебряный,Prada,солнцезащитные,135,46,19,22928,летняя,женский,молодой
202610,овальная,комбинированный,синий,Polaroid,солнцезащитные,140,46,16,7290,летняя,мужской,молодой
2029-1,овальная,пластик,серебряный,Tom Ford,оптика,130,54,19,19354,всесезонная,унисекс,молодой
2029-2,овальная,титан,коричневый,Lacoste,солнцезащитные,150,54,18,16520,летняя,мужской,средний
2029-5,круглая,металл,синий,Ray-Ban,оптика,140,52,20,11655,всесезонная,женский,молодой
203-BROWN,овальная,комбинированный,черный,Gucci,солнцезащитные,140,54,17,33702,летняя,унисекс,средний
203-VIOLET,квадратная,титан,черный,Ray-Ban,солнцезащитные,130,54,17,5167,летняя,женский,пожилой
203190,круглая,титан,синий,Valentino,солнцезащитные,145,50,17,42508,летняя,унисекс,молодой
2032-1,прямоугольная,металл,серый,Polaroid,солнцезащитные,145,48,15,12083,летняя,мужской,молодой
2038-BLACK,прямоугольная,титан,золотой,Tom Ford,оптика,150,52,14,27194,всесезонная,унисекс,пожилой
2038-D GUN,квадратная,титан,коричневый,Tom Ford,солнцезащитные,150,52,19,38094,летняя,мужской,пожилой
204-NERO,кошачий_глаз,комбинированный,белый,Lacoste,оптика,145,46,18,21545,всесезонная,женский,молодой
2043-NERO,кошачий_глаз,комбинированный,синий,Polaroid,оптика,145,54,18,8483,всесезонная,мужской,средний
2050-BLACK,прямоугольная,титан,серый,Oakley,солнцезащитные,150,46,15,23957,летняя,мужской,средний
2051-2,овальная,пластик,белый,Oakley,солнцезащитные,145,54,18,15748,летняя,унисекс,пожилой
2051-3,квадратная,титан,синий,Lacoste,оптика,145,46,14,13815,всесезонная,женский,средний
2051-6,прямоугольная,титан,коричневый,Valentino,оптика,130,52,20,34056,всесезонная,женский,пожилой
2053-BORDO,кошачий_глаз,комбинированный,серый,Polaroid,солнцезащитные,145,48,17,18749,летняя,унисекс,пожилой
2053-NERO,кошачий_глаз,пластик,синий,Tom Ford,солнцезащитные,140,54,14,31992,летняя,унисекс,средний
